judul,isi,label
Bahu Teman Pemkab Sleman beri bantuan hukum bagi keluarga miskin,"
				Sleman (ANTARA) - Pemerintah Kabupaten(Pemkab) Sleman, Daerah Istimewa Yogyakarta(DIY) siap memberikan bantuan kepada masyarakat miskin atau kurang mampu mendapatkan akses terhadap keadilan dan kesamaan di hadapan hukum melalui ""Bahu Teman"" atau Bantuan Hukum Bagi Masyarakat Miskin Kabupaten Sleman.

""Setiap orang termasuk seluruh warga Kabupaten Sleman berhak mendapatkan akses terhadap keadilan dan kesamaan di hadapan hukum sebagai implementasi negara hukum,"" kata Bupati Sleman Kustini Sri Purnomo pada Sosialisasi Pemberian Bantuan Hukum Bagi Masyarakat Miskin ""Bahu Teman"" di Sleman, Senin.

Kegiatan sosialisasi ini juga dihadiri perwakilan Kemenkumham DIY serta Direktur Organisasi Bantuan Hukum se-DIY dan perwakilan masyarakat.

Kustini mengatakan, masyarakat miskin atau kurang mampu berpotensi mendapatkan ketidakadilan dan permasalahan hukum sehingga pemerintah perlu hadir dalam bentuk pemberian bantuan hukum.

""Kebijakan pemberian bantuan hukum ini selain mendasarkan pada undang-undang bantuan hukum juga melengkapi layanan pemerintah kepada masyarakat miskin seperti bidang pendidikan, kesehatan dan sosial,"" katanya.

Kepala Bagian Hukum Sekretariat Daerah Kabupaten Sleman Anton Sujarwo mengatakan, bantuan hukum bagi masyarakat miskin adalah bantuan hukum yang diberikan kepada masyarakat miskin yang mendapat masalah perdata, pidana maupun tata usaha negara yang diberikan melalui organisasi bantuan hukum (OBH) terakreditasi.

""Program ini diberi nama 'Bahu Teman' atau Bantuan Hukum Bagi Masyarakat Miskin Kabupaten Sleman dan merupakan program kolaboratif yang didukung aplikasi layanan daring sehingga memudahkan akses bagi masyarakat miskin mendapat hak-hak hukumnya dengan cepat, mudah dan tepat sasaran,"" katanya.
Baca juga: Bantuan hukum masyarakat miskin di Jateng dianggarkan Rp5,2 miliar
Baca juga: Kemenkumham lanjutkan program bantuan hukum bagi masyarakat miskin
Baca juga: YPI beri bantuan hukum gratis masyarakat miskin di SumutPewarta: Victorianus Sat PranyotoEditor: Guido Merung				COPYRIGHT © ANTARA 2023
",hukum
Pemerintah surati DPR agar revisi UU MK ditunda,"

 









								ANTARA - Pemerintah mengirim surat kepada DPR RI agar menunda revisi Undang-Undang Nomor 24 Tahun 2003 tentang Mahkamah Konstitusi (MK). Hal tersebut disampaikan Menteri Koordinator Bidang Politik, Hukum, dan Keamanan Mahfud MD di Jakarta, Senin (4/12). (Tri Meilani Ameliya /Ahmad Muzdaffar Fauzan /Denno Ramdha Asmara/Rinto A Navis)							
",hukum
Dasco: DPR sepakat tunda revisi UU MK diparipurnakan,"
				Jakarta (ANTARA) - Wakil Ketua DPR RI Sufmi Dasco Ahmad mengatakan bahwa DPR sepakat untuk menunda pengambilan persetujuan Rancangan Undang-Undang (RUU) tentang perubahan keempat UU Nomor 24 Tahun 2003 tentang Mahkamah Konstitusi (MK) dalam rapat paripurna terdekat.

""Kesepakatan dari fraksi-fraksi untuk menunda sidang paripurna atau diparipurnakan pengambilan keputusan RUU MK,"" kata Dasco di Kompleks Parlemen, Senayan, Jakarta, Senin.

Dasco mengatakan bahwa kesepakatan penundaan tersebut diambil sebelum Pemerintah mengirimkan surat ke DPR yang meminta agar revisi UU MK tidak disahkan.

""Hari ini Pak Menko Polhukam mengirimkan surat kepada pimpinan DPR, dan walaupun sudah disepakati antara pihak pemerintah dalam hal ini Kemenkumham, dan sembilan fraksi dari DPR, namun atas kesepakatan dari kawan-kawan fraksi (ditunda), ini bukan karena surat yang dikirim, emang dari kemarin sudah kesepakatan,"" katanya.

Dia menjelaskan alasan fraksi-fraksi di DPR bersepakat menunda revisi UU MK diparipurnakan karena khawatir narasi publik yang akan beredar menggiring bahwa persetujuan atas RUU tersebut merugikan salah satu pihak tertentu dan mengandung unsur politis.

""Kawan-kawan mempertimbangkan anggapan bahwa UU ini akan dipolitisasi dan lain-lain, sehingga kemudian salah satu pertimbangannya teman-teman kemudian sepakat untuk menunda paripurna revisi UU MK,"" ujarnya.

Dasco tak menyebut sampai kapan penundaan revisi UU MK disepakati. Dia hanya memastikan bahwa RUU tersebut tidak akan masuk dalam agenda pengambilan persetujuan pada Rapat Paripurna DPR yang digelar Selasa (5/12).

""Kalau itu nanti sesuai dengan kesepakatan lagi dengan teman-teman fraksi sampai dengan kapan, yang pasti tanggal 5 Desember besok itu tidak ada paripurna revisi UU MK,"" kata dia.

Baca juga: Ma'ruf Amin: Jaga marwah KPK dan MK jadi pekerjaan besar saat ini

Sebelumnya, Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menko Polhukam) Mahfud Md mengatakan pemerintah telah berkirim surat kepada Dewan Perwakilan Rakyat (DPR) RI meminta agar Rancangan Undang-Undang (RUU) tentang perubahan keempat UU Nomor 24 Tahun 2003 tentang Mahkamah Konstitusi (MK) tidak disahkan.

“Hari ini saya sudah berkoordinasi dengan Menkumham (Menteri Hukum dan HAM), sudah mengirimkan surat ke DPR, tadi sudah diantar, sudah diterima oleh DPR bahwa kita minta agar itu tidak disahkan melalui sidang, supaya diperhatikan usul pemerintah,” kata Mahfud saat konferensi pers di Kantor Menko Polhukam RI, Jakarta, Senin.

Mahfud membenarkan bahwa pemerintah belum menyetujui RUU tersebut. Secara teknis prosedural, kata Mahfud, belum ada keputusan rapat tingkat satu bahwa pemerintah sudah menandatangani RUU dimaksud bersama seluruh fraksi di DPR RI.

Pemerintah, kata Mahfud, mengusulkan kepada DPR agar mempertimbangkan terlebih dahulu peraturan peralihan yang menyangkut masa jabatan dan usia pensiun hakim MK.

Baca juga: Pemerintah bersurat ke DPR minta perubahan UU MK tak disahkan
Baca juga: Legislator: Putusan MK jadi poin pertimbangan dalam bahas revisi UU MKPewarta: Melalusa Susthira KhalidaEditor: Laode Masrafi				COPYRIGHT © ANTARA 2023
",hukum
Polri usulkan Marthinus Hukom sebagai Kepala BNN,"
				Jakarta (ANTARA) - Kepolisian Negara Republik Indonesia (Polri) telah mengusulkan Irjen Pol. Marthinus Hukom sebagai Kepala Badan Narkotika Nasional (BNN) menggantikan Komjen Petrus R. Golose yang memasuki masa purna tugas.

Asisten Kapolri Bidang SDM Irjen Pol. Dedi Prasetyo dikonfirmasi di Jakarta, Senin, mengatakan usulan tersebut diberikan kepada Presiden melalui Sekretaris Negara (Setneg) dan sudah mendapat persetujuan dengan diterbikannya Keputusan Presiden (Keppres) RI.

""Sudah diusulkan pengganti, IJP Marthinus Hukom, Kadensus 88,"" kata Dedi.

Menurut Dedi, dengan telah diterbitkan Keppres tersebut, saat ini proses pergantian tinggal menunggu pelantikan oleh Presiden RI.

""Untuk Keppres sudah turun tinggal menunggu pelantikan,"" kata Dedi.

Irjen Pol. Marthinus Hukom sebelumnya menjabat sebagai Kepala Detasemen Khusus (Kadensus) 88 Antiteror Polri, yang tertuang dalam surat telegram Kapolri Nomor ST/1377/KEP/2020 tertanggal 1 Mei 2020.

Pria kelahiran 30 Januari 1969 itu merupakan lulusan Akademi Kepolisian Lemdiklat Polri Angkatan 1991, dan pernah menduduki jabatan penyidik bidang investigasi saat memulai karir di Densus 88 Antiteror Polri.

Ia juga pernah dua kali menjabat sebagai Wakadensus pada tahun 2015 dan 2018, serta pernah dipercaya sebagai Direktur Penegakan Hukum Kedeputian Bidang Penindakan dan Pembinaan Kemampuan Badan Nasional Penanggulangan Terorisme (BNPT) tahun 2017

Baca juga: Kepala BNN RI resmikan museum anti narkotika pertama di Indonesia
Baca juga: BNN RI perkuat pemberantasan peredaran gelap narkotika dalam HONLAP
Baca juga: Kadensus 88 Antiteror Polri: Pandemi tak redupkan terorisme
 Pewarta: Laily RahmawatyEditor: Laode Masrafi				COPYRIGHT © ANTARA 2023
",hukum
Polisi bongkar praktik penjualan obat ilegal untuk aborsi di Bandung,"
				Kota Bandung (ANTARA) - Kepolisian Resor Kota Besar Bandung, Jawa Barat, membongkar penjualan obat ilegal untuk praktik aborsi dengan mengamankan lima orang tersangka dalam pengungkapan kasus tersebut.

Kapolrestabes Bandung Kombes Pol. Budi Sartono dalam konferensi pers di Mapolresta Bandung, Senin menjelaskan bahwa pengungkapan kasus ini, setelah polisi berhasil meringkus seorang berinisial J penjual obat terlarang  untuk menggugurkan kandungan.

“Dari handphone yang kita sita dan dikembangkan. Yang bersangkutan inisial J telah melakukan beberapa kali penjualan obat dan juga melakukan kegiatan aborsi,” kata Budi.

Budi mengatakan setelah dilakukan penyelidikan lebih dalam dan dilakukan pengembangan pemeriksaan, didapati bahwa J sudah menjual obat terlarang tersebut di beberapa tempat termasuk kepada empat orang yang saat ini telah ditetapkan sebagai tersangka karena telah melakukan praktik aborsi.

""Total obat yang diedarkan pun sudah dilakukan J selama 12 kali dari Juli hingga November 2023,"" kata dia.

Lebih lanjut, dia mengatakan tersangka J pertama kali menggunakan obat aborsi itu kepada pacarnya yang telah hamil lima bulan. Kemudian dari hal tersebut, pelaku berani mengedarkan melalui akun Facebook.

“Jadi modus operandinya menawarkan obat penggugur kandungan dari mulut ke mulut melalui Facebook kemudian dijual,” katanya.

Dia menuturkan, tersangka ini tidak punya latar belakang ilmu kesehatan dan hanya belajar secara otodidak setelah berpengalaman menggugurkan janin yang ada di perut pacarnya.

Budi menambahkan obat keras yang dijual oleh tersangka ini merupakan kategori tidak bisa dijual bebas untuk umum dan perolehannya hanya dapat dilakukan dengan menggunakan resep dokter.

“Ternyata di situ sudah banyak korban, mulai dari melakukan perbantuan aborsi melalui online dan ada yang dilakukan dengan langsung fisik,” katanya.
Baca juga: Polisi terus dalami transaksi apotek obat keras untuk aborsi
Baca juga: Tersangka kasus obat keras buat aborsi terancam hukuman 15 tahun
Baca juga: Obat aborsi banyak dibeli wanita remajaPewarta: Rubby Jovan PrimanandaEditor: Guido Merung				COPYRIGHT © ANTARA 2023
",hukum
Wamenkumham Eddy Hiariej bungkam usai enam jam diperiksa KPK,"
				Jakarta (ANTARA) - Wakil Menteri Hukum dan Hak Asasi Manusia (Wamenkumham) Edward Omar Sharif Hiariej alias Eddy Hiariej bungkam usai diperiksa selama lebih dari enam jam oleh penyidik Komisi Pemberantasan Korupsi (KPK) dalam kasus dugaan korupsi di Kemenkumham.
 

Eddy yang diperiksa sebagai saksi,  tiba di Gedung Merah Putih KPK, Jakarta Selatan, pada Senin pagi sekitar pukul 09.40 WIB enggan berkomentar soal pemanggilan terhadap dirinya.

Demikian pula usai diperiksa sekitar pukul 16.11 WIB, Eddy memilih untuk langsung meninggalkan Gedung Merah Putih KPK dengan didampingi oleh pengacaranya.

Kepala Bagian Pemberitaan KPK Ali Fikri saat dikonfirmasi Senin, menerangkan Eddy hari ini menjalani pemeriksaan sebagai saksi terkait perkara tersebut.

Sebelumnya, penyidik KPK mengatakan pihaknya telah menandatangani surat penetapan Wamenkumham Eddy Hiariej sebagai tersangka kasus dugaan suap sekitar dua pekan lalu.

""Penetapan tersangka Wamenkumham, benar, itu sudah kami tanda tangani sekitar dua minggu lalu,"" kata Wakil Ketua KPK Alexander Marwata di Gedung Merah Putih KPK, Jakarta Selatan, Kamis (9/11).

Alex mengatakan pihaknya turut menetapkan tersangka lain dalam penyidikan kasus dugaan korupsi tersebut. ""Empat tersangka, dari pihak tiga penerima, pemberi satu,"" kata Alex.

Terpisah, Kementerian Sekretariat Negara (Kemensetneg) telah menerima surat pemberitahuan penetapan tersangka atas nama Wakil Menteri Hukum dan HAM Edward Omar Sharif Hiariej.

""Hari ini, pukul 14.48 WIB, Kemensetneg telah menerima surat pemberitahuan penetapan tersangka Wamenkumham, Bapak Edward Omar Sharif Hiariej,"" kata Koordinator Staf Khusus Presiden Ari Dwipayana dalam pesan singkat di Jakarta, Jumat (1/12).

Ari menyampaikan selanjutnya surat tersebut akan disampaikan kepada Presiden Joko Widodo.

""Saat ini, Bapak Presiden sedang berada di Dubai untuk menghadiri World Climate Action Summit COP 28. Rencananya Bapak Presiden kembali ke tanah air hari Minggu, 3 Desember 2023,"" kata dia.

Baca juga: Eddy Hiariej penuhi panggilan KPK
Baca juga: Kemensetneg terima surat pemberitahuan penetapan tersangka Wamenkumham
Baca juga: KPK cegah Wamenkumham Eddy Hiariej ke luar negeri
 
 

 Pewarta: Fianda Sjofjan RassatEditor: Guido Merung				COPYRIGHT © ANTARA 2023
",hukum
"Firli Bahuri belum ditahan, Kapolri: Yang penting kasusnya tuntas","
ikuti saja prosedurnya ... penyidik memiliki alasan subjektifJakarta (ANTARA) - Kapolri Jenderal Pol. Listyo Sigit Prabowo menilai soal Ketua nonaktif Komisi Pemberantasan Korupsi (KPK) Firli Bahuri yang belum ditahan bukan merupakan tidak menjadi persoalan, karena yang terpenting adalah kasus tersebut harus tuntas.

Menurut Listyo hal paling utama dalam kasus dugaan pemerasan oleh Firli terhadap mantan menteri pertanian (mentan) Syahrul Yasin Limpo itu ialah bagaimana perkara dapat memberikan kepastian hukum kepada semua pihak yang terlibat.

""Saya kira semuanya tetap berproses dan saya kira yang penting (adalah) bagaimana kasus ini dituntaskan,"" kata Listyo usai menghadiri penandatanganan Kerja Sama Koordinasi dan Supervisi KPK-Polri di Gedung Merah Putih KPK, Jakarta Selatan, Jakarta, Senin.

Baca juga: Polda Metro Jaya kembali panggil Firli Bahuri pada Rabu

Listyo percaya bahwa penyidik Polda Metro Jaya dan Bareskrim Polri pasti telah mempertimbangkan segala aspek dalam memutuskan untuk tidak menahan Firli.

Dia pun mengajak masyarakat untuk terus mengikuti dan mengawal jalannya proses hukum yang ditangani oleh Korps Bhayangkara tersebut.

""Ya, ikuti saja prosedurnya. Tentunya, penyidik memiliki alasan-alasan subjektif, namun demikian, sepanjang itu masih dimaknai bisa ditoleransi,"" jelas Listyo.

Baca juga: Firli Bahuri tidak akui berkomunikasi dengan SYL, Polisi: Itu hak dia

Sebelumnya, Penyidik Gabungan Subdit Tindak Pidana Korupsi (Tipikor) Ditreskrimsus Polda Metro Jaya dan Dittipidkor Bareskrim Polri belum menahan Firli Bahuri, Jumat (1/12), usai diperiksa sebagai tersangka dalam kasus dugaan pemerasan.

Wakil Direktur Tindak Pidana Korupsi (Wadirtipidkor) Bareskrim Polri Kombes Pol. Arief Adiharsa mengatakan alasan belum ditahannya Firli Bahuri itu karena penyidik belum merasa perlu.

""Belum diperlukan (penahanan),"" kata Arief.

Firli Bahuri menjalani pemeriksaan sebagai tersangka untuk pertama kalinya, Jumat, sejak dia ditetapkan sebagai tersangka pada Rabu (22/11). Pemeriksaan tersebut dimulai sejak pukul 09.00 WIB dan Firli keluar dari ruang pemeriksaan pukul 19.29 WIB.

Baca juga: Polri pastikan tidak ada perlakuan khusus terhadap Firli

Arief mengatakan setelah pemeriksaan tersebut, penyidik gabungan melakukan evaluasi hasil pemeriksaan terhadap Firli.

""Akan dievaluasi oleh tim penyidik,"" kata Arief.

Firli Bahuri diperiksa dengan diberi 40 pertanyaan terkait haknya sebagai tersangka, peristiwa pertemuan, dan penerimaan hadiah atau janji.

Penyidik Polri juga menggali informasi terkait komunikasi yang menggunakan bukti digital, transaksi penukaran valas, jabatan sebagai pimpinan KPK, termasuk kewajiban dan larangannya, serta terkait harta kekayaan dan LHKPN, juga aset yang dimiliki.

Baca juga: Selain Firli Bahuri, Polisi juga periksa Alex Tirta pada JumatPewarta: Fianda Sjofjan RassatEditor: Fransiska Ninditya				COPYRIGHT © ANTARA 2023
",hukum
Polda Sumut terjunkan tim DVI identifikasi korban bencana di Humbahas,"
				Medan (ANTARA) - Polda Sumatera Utara (Sumut) mengirimkan tim Disaster Victim Identification (DVI) guna mengidentifikasi korban terdampak bencana banjir bandang dan longsor di Desa Simangulampe, Kecamatan Bakti Raja, Kabupaten Humbang Hasundutan (Humbahas).

""Tim yang berangkat dipimpin Iptu dr. Edgar SpF dan empat orang lainnya terdiri dari fase DVI, olah TKP, antemortem, postmortem, dan rekonsiliasi,"" kata Kepala Bidang Humas Polda Sumut Kombes Pol. Hadi Wahyudi di Medan, Sumut, Senin.

Dia menjelaskan Tim DVI Polda Sumut berkoordinasi dengan Dinas Kesehatan Kabupaten Humbang Hasundutan untuk mengidentifikasi para korban di Puskesmas Bakarra. Selain itu, lanjut Hadi, Polda Sumut juga mendirikan posko DVI.

""Polda Sumut juga membuat kamar jenazah serta mempersiapkan alat-alat untuk identifikasi antemortem dan postmortem,"" tambah Hadi.

Baca juga: Tim SAR perluas pencarian korban banjir bandang Humbang Hasundutan

Dia menambahkan Polda Sumut bersama Polres Humbang Hasundutan, TNI, SAR, dan Pemkab Humbang Hasundutan telah mengevakuasi tiga korban, yakni bernama Diana Sinaga (luka ringan), Dian Lubis (meninggal dunia), dan Tiamin Sinambela (meninggal dunia).

""Sampai saat ini, personel Polda Sumut, Polres Humbahas, TNI, SAR, bersama pemerintah daerah masih terus bekerja melakukan pencarian para korban,"" jelas Hadi.

Sebelumnya, Polda Sumut juga menerjunkan unit K9 atau anjing pelacak untuk membantu personel di lapangan mencari korban hilang karena musibah longsor.

Baca juga: Kepala BNPB pimpin rakor banjir di Humbang Hasundutan

Hadi menjelaskan anjing pelacak itu diharapkan dapat membantu kerja tim di lapangan dalam pencarian di daerah bencana tersebut.

""Ditambah, Polda Sumut juga menurunkan alat berat ke lokasi bencana untuk membantu evakuasi,"" ujarnya.

Berdasarkan informasi, banjir bandang dan longsor melanda Desa Simangulampe, Bakti Raja, Kabupaten Humbang Husundutan, pada Jumat malam (1/12), sekitar pukul 21.30 WIB.

Baca juga: Bupati: 14 rumah rusak akibat banjir bandang di Humbang HasundutanPewarta: M. Sahbainy NasutionEditor: Fransiska Ninditya				COPYRIGHT © ANTARA 2023
",hukum
KKP perketat pengawasan lobster di pelabuhan tak resmi,"
				Tangerang (ANTARA) - Kementerian Kelautan dan Perikanan (KKP) akan memperketat pengawasan dan pengamanan terhadap kegiatan sumber daya kelautan dan perikanan, khususnya komoditas lobster melalui pelabuhan yang tidak memiliki izin atau tidak resmi

""Sejauh ini kita monitor pelabuhan yang dimaksud penyelundup benih bening lobster (BBL) ini. Mulai dari Merak menuju Bakauheni, terus ke Jambi, Palembang, Riau terakhir Singapura,"" kata Direktur Jenderal Pengawasan Sumber Daya Kelautan dan Perikanan (Dirjen PSDKP) Kementerian Kelautan dan Perikanan Laksda TNI Adin Nurawaluddin di Tangerang, Senin.

Menurut dia, upaya pengetatan jalur penyelundupan BBL ini sangat perlu dilakukan karena dampak dari tindakan penyelundupan tersebut, Indonesia berpotensi kehilangan penerimaan negara bukan pajak hampir mencapai Rp30 triliun.

""Dan memang untuk negara tujuan penyelundupan BBL ini paling banyak ke Vietnam, di mana negara itu kebutuhan industri budidaya lobsternya terbesar,"" katanya.

Ia mengungkapkan saat ini pihaknya sudah memiliki peta jalur penyelundupan BBL, mulai dari wilayah Pantai Selatan seperti Pangandaran, Cilacap, Sukabumi. Kemudian wilayah Banten, seperti Merak dengan lintasan ke wilayah Sumatera.

""Makanya sekarang kita sudah kerja sama dengan pihak ASDP, Polres dan Lanal di wilayah Banten,"" ujarnya.

Dia juga menyebutkan dalam kasus penyelundupan BBL melalui jalur laut yang dilakukan para pelaku ini paling banyak tujuan negara yaitu Vietnam. Dimana, negara itu dinilai terbesar dalam membutuhkan benih lobster untuk industri budi daya.

""Negara Vietnam jadi tujuan utama untuk penyelundupan BBL itu, baik melalui jalur udara maupun laut. Kalau untuk jalur laut biasanya melalui Singapura kemudian ke Vietnam,"" ujarnya.

Baca juga: KKP gelar operasi pencegahan penyelundupan BBL di Bandara Soetta
Baca juga: KKP sebut PNBP hilang Rp30 T akibat penyelundupan benih bening lobster
Baca juga: KKP gandeng enam instansi gelar operasi pengawasan penindakan BBLPewarta: Azmi Syamsul Ma'arifEditor: Laode Masrafi				COPYRIGHT © ANTARA 2023
",hukum
Pemerintah bersurat ke DPR minta perubahan UU MK tak disahkan,"
				Jakarta (ANTARA) - Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menko Polhukam) Mahfud Md mengatakan pemerintah telah berkirim surat kepada Dewan Perwakilan Rakyat (DPR) RI meminta agar Rancangan Undang-Undang (RUU) tentang perubahan keempat UU Nomor 24 Tahun 2003 tentang Mahkamah Konstitusi (MK) tidak disahkan.

“Hari ini saya sudah berkoordinasi dengan Menkumham (Menteri Hukum dan HAM), sudah mengirimkan surat ke DPR, tadi sudah diantar, sudah diterima oleh DPR bahwa kita minta agar itu tidak disahkan melalui sidang, supaya diperhatikan usul pemerintah,” kata Mahfud saat konferensi pers di Kantor Menko Polhukam RI, Jakarta, Senin.

Mahfud membenarkan bahwa pemerintah belum menyetujui RUU tersebut. Secara teknis prosedural, kata Mahfud, belum ada keputusan rapat tingkat satu bahwa pemerintah sudah menandatangani RUU dimaksud bersama seluruh fraksi di DPR RI.

Pemerintah, kata Mahfud, mengusulkan kepada DPR agar mempertimbangkan terlebih dahulu peraturan peralihan yang menyangkut masa jabatan dan usia pensiun hakim MK.

Mahfud mengatakan pemerintah keberatan dengan peraturan peralihan yang diusulkan dalam revisi UU MK tersebut.

“Waktu itu pemerintah belum menandatangani karena kita masih keberatan terhadap aturan peralihan. Masa jabatan hakim MK 10 tahun dan maksimal pensiun 70 tahun, itu kan aturan peralihannya,” ucapnya.

Dalam hal ini, pemerintah ingin masa jabatan hakim MK dan usia pensiun dikembalikan pada surat keputusan (SK) pengangkatannya yang pertama. “Nah kita usul bertahan di situ karena itu lebih adil berdasar hukum transisional,” katanya.

Mahfud pun menyinggung soal tata hukum transisional sebagai landasan aturan peralihan, yang diberlakukan terhadap masa jabatan harus menguntungkan atau sekurang-kurangnya tidak merugikan subjek yang bersangkutan.

“Kalau kita ikuti yang diusulkan oleh DPR, itu berarti akan merugikan subjek yang sekarang sedang menjadi hakim, sehingga kita pada waktu itu tidak menyetujui,” ujarnya.

Mahfud juga menyebut bahwa ia telah melapor kepada Presiden RI Joko Widodo mengenai posisi pemerintah terhadap revisi UU MK.

“Saya sudah melapor kepada presiden, ‘Pak, masalah perubahan undang-undang MK yang lain-lain sudah selesai, tapi aturan peralihan tentang usia kami belum clear, dan kami akan bertahan agar tidak merugikan hakim yang sudah ada’,” ujarnya.

Kemudian, ia menyinggung pedoman universal soal hukum transisional. Menurut dia, perubahan peraturan yang merugikan atau menguntungkan pihak tertentu tidak langsung berlaku begitu saja, melainkan berlaku pada periode berikutnya.

“Naik gaji pun kalau pejabat menaikkan gaji itu kalau yang menandatangani kenaikan gaji itu (lantas) pejabat yang bersangkutan dapat bagian, itu berlaku tahun berikutnya, periode berikutnya, bukan langsung berlaku begitu. Apalagi kalau orang dirugikan. Itu dalil di dalam hukum transisional,” kata dia.

Baca juga: Mahfud ingin diberi akses untuk benahi penegakan hukum
Baca juga: Mahfud sebut gaji kecil jadi hal berkesan baginya sebagai menteri
 Pewarta: Fath Putra MulyaEditor: Laode Masrafi				COPYRIGHT © ANTARA 2023
",hukum
KPK-Polri tandatangani kesepakatan penanganan korupsi,"
				Jakarta (ANTARA) - Komisi Pemberantasan Korupsi (KPK) dan Kepolisian Republik Indonesia (Polri) menandatangani kesepakatan koordinasi dan supervisi penanganan tindak pidana korupsi di Gedung Merah Putih KPK, Jakarta Selatan, Senin.

""Hari Senin, 4 Desember, kami dengan Pak Kapolri, melalui Kabareskrim dan Deputi Koordinasi Supervisi KPK menandatangani perjanjian kerja sama dalam kaitannya dengan koordinasi dan supervisi dalam penanganan tindak pidana korupsi,"" kata Ketua KPK sementara Nawawi Pomolango.

Nawawi menerangkan penandatanganan kerja sama tersebut sesuai dengan Undang-Undang Nomor 19 Tahun 2019 mengenai sinergi antar-aparat penegak hukum dalam kaitan dengan pemberantasan korupsi

Salah satu tugas pokok KPK antara lain berkoordinasi dengan instansi yang melaksanakan pemberantasan korupsi dan supervisi terhadap instansi yang melaksanakan pemberantasan korupsi.

""Terkait dengan koordinasi dan supervisi ini, dari segala temuan yang kita peroleh di lapangan ini kemudian coba kita kemas dalam satu perjanjian kerja sama,"" kata Nawawi.

Pada kesempatan yang sama, Kapolri Jenderal Pol Listyo Sigit Prabowo mengatakan Polri penandatanganan kerja sama ini adalah bagian dari komitmen Polri untuk mendukung kerja KPK dalam memberantas korupsi.

""Ini menjadi komitmen kami Polri untuk terus mendukung terkait dengan langkah-langkah KPK dalam menegakkan hukum khususnya di bidang tindak pidana korupsi,"" kata Listyo di Gedung Merah Putih KPK, Jakarta Selatan.

Listyo juga mengatakan kerja sama tersebut nanti akan menjadi bagian dari program Polri untuk membangun budaya antikorupsi di Tanah Air.

""Dan ini merupakan bagian dari program kami untuk terus menciptakan budaya antikorupsi,"" tuturnya.

Kegiatan tersebut turut dihadiri oleh jajaran pimpinan KPK yakni Wakil Ketua KPK Nurul Ghufron dan Wakil Ketua KPK Johanis Tanak, serta Kepala Bagian Pemberitaan KPK Ali Fikri.
 
Kemudian dari jajaran Polri hasir Kadiv Humas Polri Irjen Sandi Nugroho, Asisten Kapolri Bidang Sumber Daya Manusia (As SDM) Polri Irjen Dedi Prasetyo, dan Kabareskrim Polri Komjen Wahyu Widada.
 Pewarta: Fianda Sjofjan RassatEditor: Edy M Yakub				COPYRIGHT © ANTARA 2023
",hukum
Menteri ATR pastikan sertifikat tanah elektronik aman,"
Sudah tidak akan ada lagi permasalahan tumpang tindih maupun ancaman dicaplok oleh mafia tanahJakarta (ANTARA) - Menteri Agraria dan Tata Ruang/Badan Pertanahan Nasional (ATR/BPN) Hadi Tjahjanto memastikan bahwa sertifikat tanah dalam bentuk elektronik sangat aman.

""Saya sebelumnya terus mendorong, selalu merapatkan poin-poin yang menjadi pertanyaan (soal keamanan), seluruh staf, termasuk biro hukum menyampaikan aman. Tidak ada bedanya antara sertifikat manual yang berbentuk buku dengan sertifikat elektronik,"" kata Hadi Tjahjanto usai mendampingi Presiden Joko Widodo menghadiri acara Peluncuran dan Penyerahan Sertifikat Tanah Elektronik di Istana Negara, Jakarta, Senin.

Hadi mengatakan dengan sertifikat elektronik, semua tercatat dan dimasukkan dalam block data yang akan mengarah kepada blockchain dan akan memberikan pengamanan sertifikat, termasuk aset masyarakat.

""Sudah tidak akan ada lagi permasalahan tumpang tindih maupun ancaman dicaplok oleh mafia tanah,"" katanya.​​

Baca juga: Pemerintah targetkan penyerahan 120 juta sertifikat tanah pada 2024

Hadi juga menyampaikan bahwa sertifikat tanah elektronik memiliki sistem keamanan yang sangat baik, yang bisa menangkal peretasan. Bahkan, kemungkinan terjadinya peretasan adalah nol sekian persen.

""Ini kita menggunakan block data, mengarah ke blockchain, ini direkat kuat. Kemudian apakah bisa diretas? mau masuk ke satu sistem, melewati beberapa pintu. Dengan demikian, pengamanan ini saya yakin sangat baik, nol sekian persenlah (kemungkinan), tidak mungkin,"" ujarnya.

Hadi menyampaikan bahwa sertifikat tanah elektronik ini sangat mudah untuk ditransaksikan.

Dia juga mengatakan bahwa sertifikat berwujud fisik yang selama ini sudah beredar akan segera dilakukan alih media menjadi elektronik.

""Nanti akan dilakukan alih media. Kita jelas akan menggunakan pihak ketiga untuk bekerja. Kalau kita sendiri bekerjanya kan banyak. Nanti kita alih media didampingi para ahli,"" tuturnya.

Baca juga: Menteri ATR/BPN minta warga manfaatkan sertifikat huntap
Baca juga: Menteri ATR BPN serahkan sertifikat tanah korban lumpur LapindoPewarta: Rangga Pandu Asmara JinggaEditor: Didik Kusbiantoro				COPYRIGHT © ANTARA 2023
",hukum
