Judul Artikel,Kalimat Artikel,Jenis Berita
"Peringati Hari Diabetes dan Hari Pneumonia, Eka Hospital Gelar Health Talk","Jakarta-Sebagai upaya meningkatkan kesadaran tentang pencegahan dan pengelolaan diabetes serta melindungi diri dari pneumonia, Eka Hospital Group menggelar acaraHealth Talkkhusus memperingati Hari Diabetes dan Hari Pneumonia yang jatuh pada bulan November.Health Talkkali ini Eka Hospital menggandeng PT. Pfizer Indonesia dengan mengusung tema 'Usir Khawatir Risiko Pneumonia pada Penyandang Diabetes' dan menghadirkan narasumber dr. Rudy Kurniawan, Sp.PD, MM, MARS, Dip.TH, Dip.SN, DCD, FRSPH selaku Dokter Spesialis Penyakit Dalam & Travel Health Expert Eka Hospital BSD.Diabetes menjadi salah satu penyakit yang menarik perhatian masyarakat Indonesia karena menyebabkan keresahan pada beberapa orang, terutama dari mereka yang memiliki riwayat diabetes di keluarganya. Diabetes merupakan penyakit dengan risiko kesehatan yang tinggi, dari data yang diperoleh pada tahun 2021 jumlah pengidap diabetes sebanyak 19,47 juta.Seperti diketahui, Diabetes mellitus (DM) adalah penyakit kronis yang ditandai oleh kadar gula darah tinggi (> 200 mg/dL). Kondisi ini tidak hanya mempengaruhi sistem metabolik tubuh, tetapi juga dapat meningkatkan risiko terhadap berbagai penyakit lainnya, termasuk pneumonia yang bisa menjadi lebih serius pada individu dengan diabetes. Pneumonia atau biasa disebut dengan radang paru-paru atau lebih dikenal juga sebagai paru-paru basah adalah kondisi medis di mana paru-paru mengalami infeksi yang bisa disebabkan oleh bakteri, jamur, atau virus dan berpotensi menyebabkan paru-paru terisi cairan lendir atau nanah yang dapat mengancam nyawa.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTDok Eka HospitalDijelaskan dr. Rudy bahwa semua orang memiliki risiko terkena penyakit pneumonia, dan risiko tersebut meningkat pada bayi di bawah 2 tahun dan orang dewasa di atas 50 tahun.",Health
"Bikin Merinding! Sederet Temuan Serangga di Usus Pasien, Ada Kecoa Hingga Lalat","Jakarta-Peristiwa langka dialami oleh seorang pria di Missouri, Amerika Serikat, yang ususnya dihinggapi oleh lalat. Hal tersebut diketahui saat dirinya menjalani pemeriksaan rutin kanker usus besar. Kondisinya membuat para dokter bingung karena tak jelas bagaimana lalat tersebut bisa hinggap di ususnya.Meskipun demikian, kasus tersebut bukanlah satu-satunya temuan hewan hidup di dalam tubuh pasien. Sejumlah literatur medis juga telah mencatat beberapa kasus serupa.Berikut di antaranya di kutip detikcom dari Daily Mail.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Muncul Pneumonia 'Misterius', Kemenkes Perketat Pengawasan Perjalanan dari ChinaKecoa di dalam Usus PasienDokter menemukan kecoa pada pasien kanker kolorektal wanita berusia 52 tahun saat menjalani prosedur kolonoskopi. Serangga itu ditemukan saat dokter ingin memeriksa usus besarnya.Tak lama kemudian, kecoa itu dikirim ke laboratorium untuk diidentifikasi dan ditemukan bahwa serangga tersebut termasuk hama rumah tangga biasa.",Health
"6 Obat Alami Penurun Kolesterol Tinggi, Mudah Ditemukan di Dapur",Daftar IsiObat Alami Penurun Kolesterol Tinggi1. Bawang Putih2. Jahe3. Kacang Kedelai4. Teh Hijau5.,Health
"Viral Tawanan Hamas Disebut Kena Stockholm Syndrome, Kondisi Apa Itu?","Jakarta-Viral di media sosial sebuah video yang memperlihatkan pembebasan sandera Hamas menyusul gencatan senjata dengan Israel. Namun yang menjadi sorotan warganet adalah reaksi sandera yang terkesan memperlihatkan wajah bahagia dan melambaikan tangan pada salah seorang anggota Hamas. Mereka bahkan juga sempat berfoto bersama sebelum akhirnya berpisah.Dari viralnya video tersebut tak sedikit warganet yang menduga bahwa warga Israel tersebut telah mengalami stockholm syndrome. Namun, di sisi lain juga ada yang beranggapan bahwa semua itu murni hasil perlakuan baik yang dilakukan Hamas pada warga Israel. ""Hamas merilis rekaman pertukaran sandera kedua dengan Israel.",Health
Kemenkes soal Pneumonia 'Misterius' di China: Masa Inkubasi Lama,"Direktur Pencegahan dan Pengendalian Penyakit Menular Kementerian Kesehatan (Kemenkes) Imran Pambudi menyebut pneumonia 'misterius' di China disebabkan oleh mycoplasma. Mycoplasma pneumoniae merupakan bakteri yang dapat menyebabkan penyakit dengan cara merusak lapisan sistem pernapasan seperti di tenggorokan, paru-paru, batang tenggorokan.",Health
308 Ember Nyamuk Wolbachia Disebar di Ujungberung Bandung,"Bandung menjadi kota pertama yang mendapat penyebarannyamuk Wolbachia, yakni nyamuk berjenis aedes aegypti yang kemudian diinjeksi bakteri Wolbachia. Sebab, Bandung jadi kota pertama kasus DBD tertinggi di RI. Sebanyak 308 ember berisi telur nyamuk Wolbachia telah disebarkan di Kelurahan Pasanggrahan pada 31 Oktober 2023.",Health
"Merebak di China, Ini Alasan Pneumonia 'Misterius' Paling Banyak Serang Anak-anak","Jakarta-China kini diterpa kasus penyakit pernapasan pneumonia 'misterius' yang banyak menyerang anak-anak. Menanggapi itu, Kementerian Kesehatan RI ikut menyampaikan kesiapsiagaannya meski penyakit ini diketahui memiliki tingkat fatalitas yang rendah.Direktur Pencegahan dan Pengendalian Penyakit Kemenkes dr Imran Pambudi menjelaskan, masa inkubasi infeksi infeksi Mycoplasma pneumoniae yang sejauh ini diketahui menjadi penyebab pneumonia 'misterius' ini sebenarnya lebih panjang dibandingkan infeksi virus. Walhasil, virulensinya tidak setinggi yang disebabkan oleh patogen penyebab pandemi.Namun memang, anak-anak menjadi kelompok paling rentan terpapar penyakit ini. Hal ini berkenaan dengan saluran pernapasan anak-anak yang lebih pendek dibandingkan orang dewasa.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Memang anak-anak ini kan saluran pernapasannya pendek. Jadi infeksi yang terjadi di saluran pernapasan atas akan lebih mudah masuk ke jaringan paru karena dia pendek,"" terang dr Imran dalam konferensi pers virtual, Rabu (29/11/2023).Baca juga:Muncul Pneumonia 'Misterius', Kemenkes Perketat Pengawasan Perjalanan dari ChinaKenapa Disebut 'Misterius'?Hingga kini, penyebab merebaknya pneumonia pada anak-anak di China belum diketahui secara pasti.",Health
"Lusa, 1 Desember 2023, Memperingati Hari Apa? Ada Hari AIDS Sedunia","Daftar IsiSejarah Hari AIDS SeduniaTema Hari AIDS Sedunia 2023Jakarta-Hari AIDS Sedunia, atau World AIDS Day, diperingati tanggal 1 Desember setiap tahunnya. Pada momen ini, seluruh masyarakat di seluruh dunia diajak untuk meningkatkan kesadaran terhadap bahaya penyakit tersebut.Dikutip dari laman Cleveland Clinic, AIDS atau acquired immunodeficiency syndrome adalah kondisi yang disebabkan oleh infeksi virus human immunodeficiency virus, atau yang dikenal juga dengan sebutan HIV. Virus HIV dapat menghancurkan sel T yang berperan dalam menunjang sistem kekebalan tubuh. Jika sel tersebut hancur, maka sistem imun tubuh tidak akan mampu untuk melawan infeksi dari penyakit ringan sekalipun.Virus HIV umumnya menular lewat kontak seksual, atau kontak langsung dengan cairan tubuh pengidapnya, seperti air liur atau darah. Seseorang bisa saja terinfeksi HIV tanpa menunjukkan gejala yang berarti.",Health
"Kebiasaan yang Picu Serangan Jantung Usia Muda, Hati-hati yang Sering Begadang!","Jakarta-Bukan hanya orang-orang berusia lanjut, orang muda pun tak lekang dari risiko serangan jantung. Terutama, jika semasa mudanya di kisaran usia 20-30 tahun terbiasa menjalani gaya hidup serba 'mager', merokok, makan tak sehat, hingga sering begadang.Sebagaimana dijelaskan oleh Ketua Perhimpunan Spesialis Penyakit Dalam Indonesia (PAPDI) Dr dr Sally Aman Nasution, SpPD-KKV, FINASIM, FACP, dulu penyakit jantung memang hanya dialami orang-orang berusia 55 tahun ke atas.Namun kini, orang berusia 45 tahun pun sudah banyak yang terkena serangan jantung. Di antaranya, karena penyakit darah tinggi (hipertensi) yang diidap sudah sejak usia 20 hingga 30 tahunan.Menurutnya, hal itu tak terlepas dari minimnya aktivitas fisik. Terlebih di masa sekarang, semenjak pandemi COVID-19, orang-orang terbiasa bekerja depan komputer. Walhasil, semakin minim aktivitas fisik, semakin besar risiko obesitas, semakin besar juga risiko penyakit jantung.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Sekarang 40 tahun itu sudah harus screening.",Health
"Muncul Pneumonia 'Misterius', Kemenkes Perketat Pengawasan Perjalanan dari China","Jakarta-Kementerian Kesehatan RI (Kemenkes) bersiaga menyusul laporan adanya kasus undefined pneumonia atau pneumonia 'misterius' yang menyerang anak-anak di China. WHO mempublikasikan adanya sinyal undiagnosed pneumonia di ProMed pada 22 November 2023.Direktur Pencegahan dan Pengendalian Penyakit Kemenkes dr Imran Pambudi mengatakan sejauh ini belum diketahui penyebab pasti kasus tersebut. Namun berdasarkan laporan epidemiologi, terjadi peningkatan kasus mycoplasma pneumoniae sebesar 40 persen. Mycoplasma merupakan penyakit penyebab umum infeksi pernapasan sebelum COVID-19.Sebagai bentuk kesiapsiagaan pemerintah dalam mengantisipasi penularan pneumonia di Indonesia, Kementerian Kesehatan melalui Direktorat Jenderal Pencegahan dan Pengendalian Penyakit bergerak cepat dengan menerbitkan Surat Edaran Nomor: PM.03.01/C/4632/2023 tentang Kewaspadaan Terhadap Kejadian Mycoplasma Pneumonia di Indonesia.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:RS Beijing Penuh Pasien Sakit Pernapasan""Meskipun kita tidak melakukan travel banned, tetapi kami minta teman-teman KKP (Kantor Kesehatan Pelabuhan) untuk bisa berkoordinasi dengan maskapai apabila menemukan penumpang yang memiliki gejala-gejala influenza,"" kata dr Imran dalam konferensi pers, Rabu (29/11/2023).Dalam surat edaran tersebut, Kemenkes meminta KKP untuk melakukan pemantauan perkembangan kasus dan negara terjangkit di tingkat global. Pengawasan terhadap orang (awak, personel, dan penumpang), alat angkut, barang bawaan, lingkungan, vektor, binatang pembawa penyakit di pelabuhan, bandar udara dan pos lintas batas negara juga dilakukan, terutama yang berasal dari negara terjangkit.",Health
Menkes Bicara soal Kesiapan RS Jiwa Jelang Pemilu dan Pilkada 2024,"Jakarta-Menteri Kesehatan Budi Gunadi Sadikin ikut menanggapi kemungkinan laporan lonjakan kasus gangguan jiwa yang dialami calon legislatif di 2024. Sejauh ini, pemerintah disebutnya baru akan melakukan antisipasi kesiapan fasilitas kesehatan terkait risiko tersebut.Meski begitu, hal ini dipastikan masih dalam pembahasan. ""Ini baru mau mulai (persiapan). Biasanya kan penyakit jiwa atau mental disorder itu macam-macam,"" tutur Menkes kepada wartawan, Rabu (29/11/2023).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSecara umum, Menkes menjelaskan ada tahapan gangguan jiwa yang dialami seseorang sampai berada di fase berat. Mulanya, bisa berawal dari anxiety atau gangguan kecemasan.Baca juga:Heboh Pneumonia 'Misterius' di China, Menkes Minta Masyarakat Tak Panik""Anxiety itu kaya sekarang kan tuh mau pemilihan, cemas.",Health
Kata Dokter Paru soal Mycoplasma di Balik Kasus Pneumonia 'Misterius' China,"Jakarta-Kasus pneumonia 'misterius' di China bikin ketar-ketir. Sejumlah rumah sakit di China melaporkan lonjakan kasus yang membuat petugas medis kewalahan.Ada banyak dugaan mengenai penyebab pneumonia 'misterius' yang terjadi di China. Organisasi Kesehatan Dunia (WHO) dan otoritas China menyebut pemicunya bukan patogen baru, salah satunya mycoplasma atau mikoplasma.Mycoplasma pneumoniae merupakan bakteri yang dapat menyebabkan penyakit dengan cara merusak lapisan sistem pernapasan seperti di tenggorokan, paru-paru, batang tenggorokan. Hanya saja kasusnya disebut jarang terjadi sehingga tetap perlu dilakukan kewaspadaan.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Memang mycoplasma dapat menimbulkan pneumonia, tetapi tidak sering, sering disebut atipikal. Karena itu peningkatan kasus yang terjadi di Tiongkok ini perlu diwaspadai dan perlu dianalisa secara detail kenapa kok jadi penyebab,"" kata spesialis paru sekaligus guru besar Fakultas Kedokteran Universitas Indonesia Prof Tjandra Aditama, SpP saat dihubungidetikcom, Rabu (29/11/2023).Baca juga:Kemenkes RI Akui Ada Peningkatan Kasus Flu pada Anak, Terkait Mycoplasma?Prof Tjandra juga menilai perlu ada penelitian lebih lanjut terkait pemicu lonjakan kasus pneumonia di China yang terjadi beberapa waktu terakhir.",Health
Epidemiolog soal Potensi Pneumonia 'Misterius' di Indonesia,Jakarta-EpidemiologDicky Budimanmenyebut kasuspneumonia'misterius' anak yang terjadi diChinabisa saja terjadi di Indonesia dengan dampak yang berbeda. Ia pun mengingatkan lagi perihal vaksinasi.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT(/)dicky budimanepidemiolog dicky budimanepidemiologpneumonia misterius anakpneumoniapneumonia anakchinabelanda,Health
"Bukan Lagi Penyakit Orang Tua, Serangan Jantung Juga Bisa Hantui Usia 20-an","Jakarta-Serangan jantung tak hanya menghantui orang-orang berusia lanjut, melainkan juga kelompok muda. Hal ini tak terlepas dari faktor pemicu berupa gaya hidup yang serba mager, konsumsi rokok, serta riwayat kondisi darah tinggi dan penyakit gula.Ketua Perhimpunan Spesialis Penyakit Dalam Indonesia (PAPDI) Dr dr Sally Aman Nasution, SpPD-KKV, FINASIM, FACP menjelaskan banyak pasiennya bukan hanya orang-orang berusia 55 tahun ke atas, tetapi juga orang berumur 40 tahunan. Ditemukannya, orang-orang berusia relatif lebih muda ini umumnya sudah memiliki riwayat darah tinggi (hipertensi) sejak usia 20 atau 30-an. ""Mengenai usia, dulu memang dikatakan 55 tahun ke atas. Tapi sekarang 40 tahun itu sudah harus screening,"" ungkapnya dalam konferensi pers virtual, Selasa (28/11/2023).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Jangan lupa, beberapa pasien kami ternyata di umur 30-an sudah ada.",Health
"Salah Kaprah Operasi Sedot Lemak, Bukan untuk Turunkan BB Secara Instan","Jakarta-Memiliki berat badan ideal dan tubuh ramping merupakan impian banyak orang. Ada banyak langkah yang dapat dilakukan untuk bisa menurunkan berat badan, mulai dari melakukan diet sehat hingga rutin berolahraga.Tidak hanya itu saja, tak sedikit orang yang akhirnya memilih prosedur medis untuk bisa menurunkan berat badannya dengan lebih cepat. Salah satu prosedur yang kerap dikaitkan dengan proses penurunan berat badan adalah operasi sedot lemak. Namun, apakah prosedur ini memang ditujukan untuk menurunkan berat badan?Spesialis bedah plastik Prof Dr dr David Sontani Perdanakusuma, SpBP-RE(K) menjelaskan bahwa operasi sedot lemak merupakan prosedur nilai tambah yang dilakukan untuk mengurangi lemak di tumpukan area tertentu. Tujuannya adalah untuk memperbaiki bentuk tubuh yang secara estetika kurang baik.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Prosedur ini hanya membuang lemak di bawah kulit, tidak terlalu dalam, dan cuman di area yang kurang estetik.",Health
Kasus Pneumonia 'Misterius' Anak Belanda  Meningkat Hampir 25%,"Belandamenjadi negara kedua setelahChinayang turut alami peningkatan kasuspneumonia 'misterius' anak. Dilansir dari The Messenger, 103 dari setiap 100 ribu anak di Eropa berusia 5-14 tahun terserang pneumonia dalam seminggu (data hingga 19 November).",Health
Viral Momen Haru Penyelamatan Bayi di Gaza usai Tertimpa Bangunan 37 Hari,"Jakarta-Viral momen mengharukan penyelamatan bayi di Gaza yang terjebak reruntuhan bangunan selama 37 hari. Bak keajaiban, bayi mungil itu berhasil selamat dan bertahan hidup.Di media sosial beredar video penyelamatan bayi tersebut yang dilakukan oleh Pekerja Pertahanan Sipil di Palestina. Nooh Al Shaghnobi, seorang anggota pertahanan sipil dan fotografer yang membagikan video tersebut di sosial media mengatakan orang-orang yakin bayi tersebut sudah wafat mengingat dia tertimpa reruntuhan selama satu bulan lebih. ""Lahir pada hari-hari pertama perang Gaza, ibu dan ayahnya adalah martir. Dia dilahirkan kembali ketika keluar dari reruntuhan setelah semua orang mengatakan dia sudah mati,"" kata Nooh dikutip dari Gulf News.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Relawan Beberkan Detik-detik RS Indonesia Gaza Dikepung Pasukan Israel""Kami tidak bisa menggambarkan perasaan kami; ini seperti merayakan kelahiran kedua anak ini ketika kami berhasil menyelamatkannya hidup-hidup dari bawah reruntuhan,"" sambungnya.Di kolom komentar, tidak sedikit netizen yang bingung apakah bayi tersebut terjebak selama 37 hari ataukah jumlah hari tersebut mewakili usia bayi, mengingat konflik kini telah mencapai hari ke-53.",Health
"Setelah China, Belanda Laporkan Peningkatan Pneumonia 'Misterius' Anak","Belandajadi negera kedua setelah China yang melaporkan peningkatan kasuspneumonia 'misterius' anak. Dilansir dari The Messenger, Institut Penelitian Layanan Kesehatan Belanda (NIVEL) melaporkan bahwa 80 dari setiap 100 ribu anak 5-14 tahun menderita pneumonia pada minggu lalu.",Health
"'Sinyal' Sebelum Serangan Jantung Tiba, Salah Satunya Sering Dikira GERD","Daftar IsiTanda-tanda Serangan JantungJakarta-Serangan jantung kerap dipandang sebagai momok mengerikan. Sebab pada banyak kasus, serangan ini datang mendadak sehingga pasien tak sempat diberi penanganan dini. Namun sebenarnya menurut dokter, ada tanda-tanda serangan jantung yang bisa dikenali. Di antaranya, berupa nyeri pada dada yang menjalar ke bahu, lengan, atau rahang. ""Serangan jantung terjadi kalau aliran darah yang membawa darah kaya akan oksigen ke otak, jantung itu terhenti.",Health
"Kemenkes RI Akui Ada Peningkatan Kasus Flu pada Anak, Terkait Mycoplasma?","Jakarta-Pemerintah mengeluarkan edaran resmi terkait respons kekhawatiran pneumonia 'misterius' atau infeksi yang belum diketahui penyebabnya di China. Otoritas kesehatan China sebelumnya meyakini kasus tersebut tidak berkaitan dengan patogen ataupun virus baru, melainkan mycoplasma, infeksi umum yang banyak dilaporkan sebelum COVID-19 mewabah.Meski begitu, sebagai kehati-hatian, Kementerian Kesehatan RI mulai memantau ketat pergerakan masuk pelaku perjalanan khususnya dari negara dengan laporan wabah serupa. Bila pelaku perjalanan luar negeri (PPLN) mengeluhkan influenza saat tiba di Tanah Air, yang bersangkutan perlu mendapatkan edukasi terkait pencegahan penularan virus.Kemenkes RI juga melakukan pengambilan sampel pada sejumlah kasus yang dicurigai mycoplasma pneumonia. Apakah tren kasus tersebut juga meningkat di Indonesia?ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTKepala Biro Komunikasi dan Pelayanan Publik Kemenkes RI dr Siti Nadia Tarmizi mengakui memang ada peningkatan kasus flu pada anak. ""Ada peningkatan kasus flu biasa pada anak, cuman, karena kemarin kan tidak semua sampelnya diperiksa, karena belum ada imbauan dari WHO, jadi belum diketahui apakah peningkatan itu berkaitan dengan mycoplasma,"" tutur dia saat ditemui detikcom di kawasan Kuningan, Jakarta Selatan, Selasa (28/11/2023).Baca juga:Edaran Pneumonia 'Misterius' China, RI Perketat Pintu Masuk-Pantau Kasus MycoplasmaMeski begitu, dr Nadia meminta publik untuk tidak terlalu khawatir berlebihan menyoal laporan pneumonia 'misterius' di China.",Health
WHO Beri Warning! Kematian Akibat Penyakit di Gaza Bisa Lampaui Korban Pengeboman,"Jakarta-Organisasi Kesehatan Dunia (WHO) menyebut kemungkinan kasus kematian akibat penyakit di Gaza melampaui jumlah korban pengeboman. Hal itu bisa terjadi saat sistem kesehatan tidak kunjung diperbaiki.Juru bicara WHO pada Selasa (28/11/2023), mengingatkan kemungkinan lonjakan kasus penyakit menular dan diare pada anak-anak.Otoritas kesehatan Gaza mengatakan lebih dari 15.000 orang dipastikan tewas dalam serangan bombardir Israel, sekitar 40 persen dari mereka adalah anak-anak. Di luar itu, masih banyak korban jiwa yang belum terhitung datanya lantaran berada di bawah puing reruntuhan.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Pada akhirnya kita akan melihat lebih banyak orang meninggal karena penyakit daripada yang kita lihat akibat pemboman jika kita tidak mampu mengembalikan (menyatukan) sistem kesehatan ini,"" kata Margaret Harris dari WHO pada briefing PBB di Jenewa.Ia mengaku khawatir mengenai peningkatan penyakit menular, khususnya diare pada bayi dan anak-anak, lantaran kasus diare pada anak lima tahun ke atas melonjak hingga lebih dari 100 kali lipat dari tingkat normal di awal November. ""Semua orang di mana pun kini mempunyai kebutuhan kesehatan yang sangat mendesak karena mereka kelaparan karena kekurangan air bersih dan (mereka) berdesakan,"" katanya.Berdasarkan ketentuan jeda pertempuran, Israel mengizinkan lebih banyak bantuan mengalir ke Gaza termasuk makanan, air, dan obat-obatan meskipun lembaga bantuan menyebut jumlahnya tidak cukup untuk memenuhi kebutuhan yang sangat besar.James Elder, juru bicara Badan Anak-anak PBB di Gaza, mengatakan kepada wartawan melalui tautan video bahwa rumah sakit di wilayah tersebut penuh dengan korban yang mengalami luka bakar dan pecahan peluru serta gastroenteritis karena meminum air kotor. ""Saya bertemu banyak orang tua.",Health
"Heboh Pneumonia 'Misterius' di China, Menkes Minta Masyarakat Tak Panik","Jakarta-Beberapa waktu lalu heboh kemunculan pneumonia 'misterius' di China menyerang anak-anak yang disebut mirip dengan COVID-19. Berkaitan dengan hal tersebut Menteri Kesehatan Budi Gunadi Sadikin meminta masyarakat untuk tidak khawatir.Ia menuturkan bahwa apa yang terjadi di China bukan berasal dari patogen baru. Menkes Budi juga menambahkan situasi yang terjadi di China juga sedang diperiksa lebih lanjut oleh Organisasi Kesehatan Dunia (WHO). ""Itu sudah diperiksa oleh WHO dan apa yang ada di sana bukan infeksi dari patogen baru. Jadi ini berasal dari patogen-patogen yang ada sebelumnya, sedangkan peningkatannya itu ya karena ada peningkatan penularan saja,"" ujar Menkes Budi ketika ditemui detikcom di Jakarta Pusat, Selasa (29/11/2023).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENT""Tapi ini tidak mengkhawatirkan karena bukan berasal dari bakteri baru atau patogen baru seperti SARS-CoV-2,"" sambungnya.Untuk memastikan keamanan di wilayah Indonesia, Menkes Budi menuturkan bahwa Kementerian Kesehatan RI (Kemenkes) memiliki sentinel surveilans untuk melakukan pengamatan.",Health
"Edaran Pneumonia 'Misterius' China, RI Perketat Pintu Masuk-Pantau Kasus Mycoplasma","Jakarta-Kementerian Kesehatan RI merilis surat edaran resmi kewaspadaan pemerintah soal laporan Organisasi Kesehatan Dunia (WHO) terkait pneumonia misterius. Meski belum diketahui secara pasti penyebab dari pneumonia yang marak dilaporkan, temuan awal otoritas China mengarah pada kasus mycoplasma pneumoniae yang ditemukan di 40 persen dari total kasus.Mycoplasma merupakan infeksi umum pernapasan, sebelum COVID-19 mewabah. Di china, kasus tersebut meningkat sejak Mei 2023, kemudian di Oktober 2023, angka kesakitan akibat respiratory syncytial virus (RSV), adenovirus, dan influenza juga mulai banyak dilaporkan, beberapa pasien mengalami infeksi kombinasi virus.Kementerian Kesehatan melalui Direktorat Jenderal Pencegahan dan Pengendalian Penyakit bergerak cepat dengan menerbitkan Surat Edaran Nomor: PM.03.01/C/4632/2023 tentang Kewaspadaan Terhadap Kejadian Mycoplasma Pneumonia di Indonesia.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSurat edaran yang terbit Senin (27/11/2023), ditujukan kepada seluruh Kepala Dinas Kesehatan Provinsi, Kepala Dinas Kesehatan Kabupaten/Kota, Direktur/Kepala Rumah Sakit, Kepala Kantor Kesehatan Pelabuhan dan Kepala Puskesmas di Indonesia.Direktur Jenderal Pencegahan dan Pengendalian Penyakit Maxi Rein Rondonuwu menyebut edaran ini demi mengantisipasi kemungkinan penyebaran atau peningkatan kasusundiagnosed pneumonia.Pertama, Kantor Kesehatan Pelabuhan (KKP) diminta rutin melakukan pemantauan perkembangan kasus, khususnya dari negara terjangkit di tingkat global. Melakukan pemantauan kasus dicurigai pneumonia.Di sisi lain, Maxi juga meminta KKP untuk meningkatkan pengawasan terhadap orang meliputi awak, personel, dan penumpang, alat angkut, barang bawaan, lingkungan, vektor, binatang pembawa penyakit di pelabuhan, bandar udara dan pos lintas batas negara, terutama yang berasal dari negara terjangkit.Baca juga:Heboh Pneumonia 'Misterius' di China-Belanda, Kemenkes Tingkatkan KewaspadaanSementara bagi KKP dan fasilitas pelayanan kesehatan (fasyankes) di daerah diinstruksikan untuk melakukan surveilans ketat dengan memantau peningkatan kasus yang terlaporkan di wilayah. Bila ada penemuan kasus, diminta langsung dicatat melalui Sistem Kewaspadaan Dini dan Respons(SKDR) sepertii:Link: https://skdr.surveilans.orgNomor WhatsApp (WA)Public Health Emergency Operation Centre (PHEOC): 0877-7759-1097Email: poskoklb@yahoo.com dan ditembuskan serta Dinas Kesehatan Provinsi dan Dinas Kesehatan Kabupaten/Kota.Maxi menyebut Dinas Kesehatan perlu menindaklanjuti laporan penemuan kasus yang dicurigai mycoplasma pneumoniae dari fasyankes dan memfasilitasi pengiriman spesimennya ke laboratorium rujukan Sentinel ILI/SARI.Seluruh pihak menurutnya wajib menggencarkan upaya promosi kesehatan berupa edukasi kesehatan untuk meningkatkan pengetahuan masyarakat terkait penyakit pneumonia.Baca juga:Jadi Salah satu Pemicu Pneumonia 'Misterius' di China, Apa Itu Bakteri Mikoplasma?Simak Video ""Kemenkes Ungkap Satu Kasus Baru Cacar Monyet di Jakarta""[Gambas:Video 20detik](naf/suc)kemenkes rikementerian kesehatan ripemerintahmenkespneumoniapneumonia misterius",Health
Menkes Sebut Sekitar 1.000 Orang di Indonesia Meninggal gegara DBD,"Jakarta-Menteri Kesehatan Budi Gunadi Sadikin menuturkan inovasi teknologi wolbachia bisa menjadi langkah baru penanganan demam berdarah dengue (DBD) di Indonesia. Ia menuturkan, incidence masih jauh di atas standar Organisasi Kesehatan Dunia (WHO) yang standarnya 10 per 100 ribu penduduk.Budi mengatakan incidence rate DBD di Indonesia mencapai 28,5 per 100 ribu populasi. Setiap tahunnya ada sekitar 1.000 orang di Indonesia meninggal dunia akibat DBD. ""Karena sekali lagi 50 tahun terakhir intervensi yang kita lakukan itu tidak pernah berhasil menurunkan incidence rate ke angka 10 per 100 ribu yang menjadi standar dunia WHO kita selalu tinggi di atasnya bahkan cenderungnya juga naik,"" ucap Menkes Budi ketika ditemui detikcom, Selasa (29/11/2023).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTMenurutnya kasus DBD masih terus meningkat walaupun berbagai intervensi seperti program 3M, fogging, hingga pemberian vaksin dengue telah diupayakan. Oleh karena itu, menurutnya inovasi wolbachia ini bisa menjadi 'angin segar' penanganan DBD di Indonesia.Baca juga:Ramai Hoax Seputar Nyamuk Wolbachia, Begini Biang Keroknya Menurut Menkes""Ini juga sudah terbukti di Jogja dan jalan dari 2011-2012 dan mereka berhasil menurunkan angka DBD di bawah targetnya WHO itu,"" ujar Menkes.",Health
"Viral Wanita Gagal Ginjal Kronis Diduga gegara Sering Minum Obat, Dokter Bilang Gini","Jakarta-Baru-baru ini viral kisah seorang wanita di Medan berjuang melawan penyakit gagal ginjal kronis. Wanita bernama Veronika Sidabutar (30) itu bahkan tak menyangka bisa mengidap penyakit tersebut lantaran sangat menjaga asupan makanan dan minumannya.Terlebih, dirinya juga rutin mengonsumsi air putih sebanyak satu setengah sampai dua liter dalam sehari. ""Saya nggak suka junk food apalagi kayak daging, saya memang agak susah makan daging termasuk daging ayam,"" kata Veronika Sidabutar kepada detikcom, Sabtu (25/11/2023).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTMeski menjaga pola makannya, Veronika memiliki kebiasaan begadang semasa kuliah bahkan terkadang tak tidur sampai pagi. Dirinya juga mengaku sering mengonsumsi obat-obatan, baik dari dokter maupun yang dibeli di warung untuk mengatasi kondisi yang dialami. Misalnya, seperti demam dan sakit kepala.Baca juga:Selain China, Belanda Juga Laporkan Lonjakan Kasus Pneumonia 'Misterius' pada Anak""Kalau di klinik kan kita berobat kan selalu terpantau.",Health
